report_date,surprise_pct,volatility_change
2010-01-25,0.7519,-0.000585746676149853
2010-04-20,0.3609599999999999,0.01711318463243139
2010-07-20,0.12683,-0.005653214697339124
2010-10-18,0.13745,-0.00783600359406554
2011-01-18,0.19007,0.012169579757085356
2011-04-20,0.1909199999999999,-0.0045131343580551465
2011-07-19,0.33584,0.003327717502905704
2011-10-18,-0.0454199999999999,-0.0056414939179682926
2012-01-24,0.36457,-0.004054352502455649
2012-04-24,0.22553,-0.013749010939149979
2012-07-24,-0.10115,0.001867479676737593
2012-10-25,-0.00914,-0.0031979948631322697
2013-01-23,0.0252,-0.0032965124229835732
2013-04-23,0.00881,-0.011044531408147583
2013-07-23,0.0204899999999999,0.0006666199093312581
2013-10-28,0.03822,0.001567961943963865
2014-01-27,0.03081,-0.006607569986722064
2014-04-23,0.13989,0.005204139053686113
2014-07-22,0.03978,0.0006561651569169762
2014-10-20,0.08802,-0.005067788729221359
2015-01-27,0.17607,-0.0026718465221391412
2015-04-27,0.0793499999999999,0.00789364911841756
2015-07-21,0.0212599999999999,-0.00609042026171022
2015-10-27,0.04261,-0.005144653229994323
2016-01-26,0.01633,-0.006293851334680391
2016-04-26,-0.04886,0.0020430837857939917
2016-07-26,0.02599,0.00021733243870134325
2016-10-25,0.0084099999999999,0.00525549887503007
2017-01-31,0.04549,-0.00030507309787187586
2017-05-02,0.03967,0.002338583100735276
2017-08-01,0.06266,0.007359641386668888
2017-11-02,0.10852,-0.004749484975234326
2018-02-01,0.00856,0.018902828641761665
2018-05-01,0.02138,-0.0034555248136809054
2018-07-31,0.07273,0.0026535128841557436
2018-11-01,0.04561,0.006243210814287355
2019-01-29,0.00313,-0.002940948451189999
2019-04-30,0.0417499999999999,0.013266983447071246
2019-07-30,0.03899,0.01706286206194949
2019-10-30,0.06715,-0.002909029901129404
2020-01-28,0.09734,0.008035402450592335
2020-04-30,0.12777,-0.012161808748291678
2020-07-30,0.26251,0.001049929901034568
2020-10-29,0.04253,0.002368529224669895
2021-01-27,0.1902,-0.0012327447456411192
2021-04-28,0.41889,0.005889871274794288
2021-07-27,0.29123,-0.011806528210356888
2021-10-28,0.0030299999999999,0.0018232856511143161
2022-01-27,0.1117,0.00687506047555515
2022-04-28,0.0644,0.014936053492540367
2022-07-28,0.03249,-0.0019567582360390558
2022-10-27,0.0155299999999999,0.018694185519534542
2023-02-02,-0.02878,0.0014518292611093407
2023-05-04,0.06025,-0.004339117624935497
2023-08-03,0.05488,0.0003534459824466648
2023-11-02,0.0492,-0.004457543132543849
2024-02-01,0.03903,-0.00505100780150466
2024-05-02,0.01975,-0.004243443179549521
2024-08-01,0.03991,0.009149765759949222
2024-10-31,0.02354,-0.0009590928302345807
