report_date,surprise_pct,volatility_change
2010-03-31,0.6007,0.006832035650059548
2010-06-28,0.0053,-0.005909622118475032
2010-10-07,-0.1618,-0.00909729012128823
2010-12-22,-0.4606,-0.0021960580037963806
2011-03-23,1.9021,-0.011370747684401487
2011-06-23,-0.3846,0.0030413926029570285
2011-09-29,-16.167,0.041704684146749986
2011-12-21,-1.3108000000000002,-0.007228018446813193
2012-03-22,-0.5605,-0.0006467702220091902
2012-06-20,-0.6089,0.0031497663706416858
2012-09-27,-0.024,-0.00529973642799288
2012-12-20,-0.347,0.002085530575290484
2013-03-21,-0.4490999999999999,0.0031648933535272823
2013-06-19,0.723,-0.004197974317947151
2013-10-10,-0.1918,-0.0016079248180991615
2014-01-07,0.6162,0.005884840403744939
2014-04-03,0.1193,0.0007625850175701082
2014-06-23,0.1334,0.004407223317917406
2014-09-25,0.008,-0.00760458330386991
2015-01-06,0.053,0.020199085707469623
2015-04-01,0.1158,-0.005665051329985651
2015-06-25,-0.04,0.01116123836396134
2015-10-01,0.152,-0.00014281907368688534
2015-12-22,0.0513999999999999,-0.0022482877311314382
2016-03-30,0.3972,0.007189331115536074
2016-06-30,0.1516,-0.025155332483477698
2016-10-04,0.5884,-0.005896093875646342
2016-12-21,0.1333,0.0036935321936346337
2017-03-23,0.0476999999999999,-0.00648339036479882
2017-06-29,0.0751,-0.003707621809042834
2017-09-26,0.1009,0.002728990246629367
2017-12-19,0.108,0.015609946537896147
2018-03-22,0.0316,0.0070182953154754105
2018-06-20,0.0024,0.025598179306112794
2018-09-20,0.0579,-0.01637820028093747
2018-12-18,0.0049,0.0034963166624356196
2019-03-20,0.0237,0.018509151266379115
2019-06-25,0.3313,-0.011949660864565392
2019-09-26,0.1495,0.007145722661663089
2019-12-18,0.015,-0.006336381584476088
2020-03-25,0.231,-0.05590364956634063
2020-06-29,0.0582,0.0008100462153193058
2020-09-29,0.0926,0.0026602144700661086
2021-01-07,0.0983,0.004429947027173094
2021-03-31,0.035,-0.018867793786635296
2021-06-30,0.0932,-0.0027709333812286664
2021-09-28,0.0366999999999999,-0.0021190304407978262
2021-12-20,0.0248,0.0006529859295313148
2022-03-29,0.0883,-0.021206874662190085
2022-06-30,0.0645,-0.008089060236731331
2022-09-29,0.1167,0.012274921633792232
2022-12-21,-1.9455,0.009275252955521122
2023-03-28,0.3379,0.01270463170514918
2023-06-28,0.0974,0.004744768414496916
2023-09-27,0.093,0.00011453469730790533
2023-12-20,0.0233,-0.0006224673451968796
2024-03-20,2.7026,0.00546076742504863
2024-06-26,0.2192,-0.008112710097241179
2024-09-25,0.0366999999999999,-0.012435146927031328
2024-12-18,0.0331,-0.01095264695862496
